Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,source,4s,6s
S Badrinath (INDIA),2010-2010,2,3,0,63,56,21.00,,,0,1,0,test.csv,,
HRJ Charlwood (ENG),1877-1877,2,4,0,63,36,15.75,,,0,0,1,test.csv,,
GWA Chubb (SA),1951-1951,5,9,3,63,15*,10.50,,,0,0,0,test.csv,,
CEL Jones (WI),1930-1935,4,7,0,63,19,9.00,,,0,0,0,test.csv,,
Mohammad Munaf (PAK),1959-1962,4,7,2,63,19,12.60,,,0,0,0,test.csv,,
H Philipson (ENG),1892-1895,5,8,1,63,30,9.00,,,0,0,0,test.csv,,
VA Singh (WI),2017-2017,3,6,0,63,32,10.50,,,0,0,0,test.csv,,
NS Asgarali (WI),1957-1957,2,4,0,62,29,15.50,,,0,0,1,test.csv,,
Hon.IFW Bligh (ENG),1882-1883,4,7,1,62,19,10.33,,,0,0,2,test.csv,,
WP Bradburn (NZ),1964-1964,2,4,0,62,32,15.50,,,0,0,0,test.csv,,
CGD Burger (SA),1958-1958,2,4,1,62,37*,20.66,,,0,0,0,test.csv,,
RGA Headley (WI),1973-1973,2,4,0,62,42,15.50,,,0,0,0,test.csv,,
KW Hough (NZ),1959-1959,2,3,2,62,31*,62.00,,,0,0,0,test.csv,,
C Newberry (SA),1913-1914,4,8,0,62,16,7.75,,,0,0,1,test.csv,,
JA Rennie (ZIM),1993-1997,4,6,1,62,22,12.40,,,0,0,1,test.csv,,
Harry Elliott (ENG),1928-1934,4,5,1,61,37*,15.25,,,0,0,0,test.csv,,
Haseeb Ahsan (PAK),1958-1962,12,16,7,61,14,6.77,,,0,0,3,test.csv,,
PJ Ingram (NZ),2010-2010,2,4,0,61,42,15.25,,,0,0,0,test.csv,,
WR James (ZIM),1993-1994,4,4,0,61,33,15.25,,,0,0,0,test.csv,,
NC McGarrell (WI),2001-2001,4,6,2,61,33,15.25,,,0,0,1,test.csv,,
AE Moss (ENG),1954-1960,9,7,1,61,26,10.16,,,0,0,1,test.csv,,
RV Divecha (INDIA),1951-1952,5,5,0,60,26,12.0,,,0,0,0,test.csv,,
R Gilchrist (WI),1957-1959,13,14,3,60,12,5.45,,,0,0,4,test.csv,,
DW Gregory (AUS),1877-1879,3,5,2,60,43,20.0,,,0,0,0,test.csv,,
PM Hornibrook (AUS),1929-1930,6,7,1,60,26,10.0,,,0,0,1,test.csv,,
MJ Horton (ENG),1959-1959,2,2,0,60,58,30.0,,,0,1,0,test.csv,,
DV Lawrence (ENG),1988-1992,5,6,0,60,34,10.0,,,0,0,0,test.csv,,
G Millman (ENG),1961-1962,6,7,2,60,32*,12.0,,,0,0,2,test.csv,,
JK Moss (AUS),1979-1979,1,2,1,60,38*,60.0,,,0,0,0,test.csv,,
MM Patel (INDIA),2006-2011,13,14,6,60,15*,7.5,,,0,0,4,test.csv,,
SG Peall (ZIM),1993-1994,4,6,2,60,30,15.0,,,0,0,2,test.csv,,
W Watson (NZ),1986-1993,15,18,6,60,11,5.0,,,0,0,3,test.csv,,
Arif Butt (PAK),1964-1965,3,5,0,59,20,11.8,,,0,0,1,test.csv,,
BA Bolton (NZ),1959-1959,2,3,0,59,33,19.66,,,0,0,1,test.csv,,
HD Bromfield (SA),1961-1965,9,12,7,59,21,11.8,,,0,0,3,test.csv,,
Enamul Haque jnr (BDESH),2003-2013,15,26,16,59,13,5.9,,,0,0,4,test.csv,,
GAL Hearne (SA),1922-1924,3,5,0,59,28,11.8,,,0,0,2,test.csv,,
RL Johnson (ENG),2003-2003,3,4,0,59,26,14.75,,,0,0,0,test.csv,,
TC O'Brien (ENG),1884-1896,5,8,0,59,20,7.37,,,0,0,3,test.csv,,
CA Absolom (ENG),1879-1879,1,2,0,58,52,29.0,,,0,1,0,test.csv,,
CE Cuffy (WI),1994-2002,15,23,9,58,15,4.14,,,0,0,6,test.csv,,
K Farnes (ENG),1934-1939,15,17,5,58,20,4.83,,,0,0,4,test.csv,,
SR Harmer (SA),2015-2015,5,6,1,58,13,11.6,,,0,0,0,test.csv,,
LF Kline (AUS),1957-1961,13,16,9,58,15*,8.28,,,0,0,3,test.csv,,
EA Martindale (WI),1933-1939,10,14,3,58,22,5.27,,,0,0,3,test.csv,,
PL Mhambrey (INDIA),1996-1996,2,3,1,58,28,29.0,,,0,0,0,test.csv,,
FW Milligan (ENG),1899-1899,2,4,0,58,38,14.5,,,0,0,0,test.csv,,
JA Morkel (SA),2009-2009,1,1,0,58,58,58.0,,,0,1,0,test.csv,,
WTS Porterfield (IRE),2018-2019,3,6,0,58,32,9.66,,,0,0,1,test.csv,,
SC Stayers (WI),1962-1962,4,4,1,58,35*,19.33,,,0,0,0,test.csv,,
LE Tapscott (SA),1923-1923,2,3,1,58,50*,29.0,,,0,1,0,test.csv,,
DR Gilbert (AUS),1985-1986,9,12,4,57,15,7.12,,,0,0,1,test.csv,,
WW Keeton (ENG),1934-1939,2,4,0,57,25,14.25,,,0,0,1,test.csv,,
PK Lee (AUS),1931-1933,2,3,0,57,42,19.0,,,0,0,1,test.csv,,
Mohammad Shahid (BDESH),2015-2015,5,6,1,57,25,11.4,,,0,0,0,test.csv,,
JL Ontong (SA),2002-2004,2,4,1,57,32,19.0,,,0,0,1,test.csv,,
GC Shillingford (WI),1969-1972,7,8,1,57,25,8.14,,,0,0,1,test.csv,,
K Taylor (ENG),1959-1964,3,5,0,57,24,11.4,,,0,0,0,test.csv,,
HE van der Dussen (SA),2019-2019,1,2,0,57,51,28.5,,,0,1,0,test.csv,,
DP Viljoen (ZIM),1998-2000,2,4,0,57,38,14.25,,,0,0,2,test.csv,,
TD Astle (NZ),2012-2019,4,4,0,56,35,14.0,,,0,0,1,test.csv,,
KADM Fernando (SL),2003-2003,2,3,1,56,51*,28.0,,,0,1,0,test.csv,,
MS Hardikar (INDIA),1958-1958,2,4,1,56,32*,18.66,,,0,0,1,test.csv,,
Mustafizur Rahman (BDESH),2015-2019,13,19,6,56,16,4.3,,,0,0,7,test.csv,,
NV Ojha (INDIA),2015-2015,1,2,0,56,35,28.0,,,0,0,0,test.csv,,
MW Priest (NZ),1990-1998,3,4,0,56,26,14.0,,,0,0,0,test.csv,,
SK Sharma (INDIA),1988-1990,2,3,1,56,38,28.0,,,0,0,1,test.csv,,
GP Bilby (NZ),1966-1966,2,4,0,55,28,13.75,,,0,0,0,test.csv,,
HWR Cartwright (AUS),2017-2017,2,2,0,55,37,27.50,,,0,0,0,test.csv,,
Lord Hawke (ENG),1896-1899,5,8,1,55,30,7.85,,,0,0,2,test.csv,,
PS Masvaure (ZIM),2016-2016,2,4,0,55,42,13.75,,,0,0,1,test.csv,,
M Nissar (INDIA),1932-1936,6,11,3,55,14,6.87,,,0,0,2,test.csv,,
BA Parchment (WI),2008-2008,2,4,0,55,20,13.75,,,0,0,0,test.csv,,
COC Pearse (SA),1910-1911,3,6,0,55,31,9.16,,,0,0,2,test.csv,,
FH Sugg (ENG),1888-1888,2,2,0,55,31,27.50,,,0,0,0,test.csv,,
GB Troup (NZ),1976-1986,15,18,6,55,13*,4.58,,,0,0,7,test.csv,,
AMJG Amerasinghe (SL),1984-1984,2,4,1,54,34,18.00,,,0,0,0,test.csv,,
DE Bollinger (AUS),2009-2010,12,14,7,54,21,7.71,,,0,0,3,test.csv,,
MG Burmester (ZIM),1992-1992,3,4,2,54,30*,27.00,,,0,0,1,test.csv,,
LO Fleetwood-Smith (AUS),1935-1938,10,11,5,54,16*,9.00,,,0,0,2,test.csv,,
A Gandotra (INDIA),1969-1969,2,4,0,54,18,13.50,,,0,0,0,test.csv,,
ND Hirwani (INDIA),1988-1996,17,22,12,54,17,5.40,,,0,0,5,test.csv,,
Humayun Farhat (PAK),2001-2001,1,2,0,54,28,27.00,,,0,0,0,test.csv,,
DJ Knight (ENG),1921-1921,2,4,0,54,38,13.50,,,0,0,0,test.csv,,
SG Law (AUS),1995-1995,1,1,1,54,54*,-,,,0,1,0,test.csv,,
EL McCormick (AUS),1935-1938,12,14,5,54,17*,6.00,,,0,0,3,test.csv,,
CD Matthews (AUS),1986-1988,3,5,0,54,32,10.80,,,0,0,1,test.csv,,
RO Scarlett (WI),1960-1960,3,4,1,54,29*,18.00,,,0,0,0,test.csv,,
WPA Crawford (AUS),1956-1956,4,5,2,53,34,17.66,,,0,0,1,test.csv,,
O Henry (SA),1992-1993,3,3,0,53,34,17.66,,,0,0,0,test.csv,,
VB John (SL),1983-1984,6,10,5,53,27*,10.60,,,0,0,4,test.csv,,
HC Nitschke (AUS),1931-1931,2,2,0,53,47,26.50,,,0,0,0,test.csv,,
RL Powell (WI),1999-2004,2,3,0,53,30,17.66,,,0,0,1,test.csv,,
CG Rackemann (AUS),1982-1991,12,14,4,53,15*,5.30,,,0,0,5,test.csv,,
AK Sharma (INDIA),1988-1988,1,2,0,53,30,26.50,,,0,0,0,test.csv,,
Abdur Rauf (PAK),2009-2009,3,6,0,52,31,8.66,,,0,0,2,test.csv,,
G Alexander (AUS),1880-1884,2,4,0,52,33,13.00,,,0,0,0,test.csv,,
N Betancourt (WI),1930-1930,1,2,0,52,39,26.00,,,0,0,0,test.csv,,
CN Evans (ZIM),1996-2003,3,6,0,52,22,8.66,,,0,0,0,test.csv,,
Fahim Muntasir (BDESH),2002-2002,3,6,0,52,33,8.66,,,0,0,1,test.csv,,
Fazl-e-Akbar (PAK),1998-2004,5,8,4,52,25,13.00,,,0,0,2,test.csv,,
BC Francis (AUS),1972-1972,3,5,0,52,27,10.40,,,0,0,1,test.csv,,
JW Hastings (AUS),2012-2012,1,2,0,52,32,26.00,,,0,0,0,test.csv,,
KC James (NZ),1930-1933,11,13,2,52,14,4.72,,,0,0,4,test.csv,,
SP Kinneir (ENG),1911-1911,1,2,0,52,30,26.00,,,0,0,0,test.csv,,
JJC Lawson (WI),2002-2005,13,21,6,52,14,3.46,,,0,0,6,test.csv,,
J Middleton (SA),1896-1902,6,12,5,52,22,7.42,,,0,0,2,test.csv,,
A Nortje (SA),2019-2019,3,6,3,52,40,17.33,,,0,0,0,test.csv,,
OE Nothling (AUS),1928-1928,1,2,0,52,44,26.00,,,0,0,0,test.csv,,
RA Reifer (WI),2017-2017,1,2,1,52,29,52.00,,,0,0,0,test.csv,,
Talha Jubair (BDESH),2002-2004,7,14,6,52,31,6.50,,,0,0,6,test.csv,,
BV Vitori (ZIM),2011-2013,4,7,2,52,19*,10.40,,,0,0,2,test.csv,,
KL Wishart (WI),1935-1935,1,2,0,52,52,26.00,,,0,1,1,test.csv,,
R Appleyard (ENG),1954-1956,9,9,6,51,19*,17.00,,,0,0,0,test.csv,,
L Balaji (INDIA),2003-2005,8,9,0,51,31,5.66,,,0,0,4,test.csv,,
MR Benson (ENG),1986-1986,1,2,0,51,30,25.50,,,0,0,0,test.csv,,
VR Brown (NZ),1985-1985,2,3,1,51,36*,25.50,,,0,0,1,test.csv,,
AE Dipper (ENG),1921-1921,1,2,0,51,40,25.5,,,0,0,0,test.csv,,
XJ Doherty (AUS),2010-2013,4,7,3,51,18*,12.75,,,0,0,0,test.csv,,
L Embuldeniya (SL),2019-2019,5,7,0,51,24,7.28,,,0,0,2,test.csv,,
RL Harvey (SA),1936-1936,2,4,0,51,28,12.75,,,0,0,0,test.csv,,
KS Indrajitsinhji (INDIA),1964-1969,4,7,1,51,23,8.5,,,0,0,1,test.csv,,
Kamrul Islam Rabbi (BDESH),2016-2018,7,14,5,51,25*,5.66,,,0,0,5,test.csv,,
Kuldeep Yadav (INDIA),2017-2019,6,6,0,51,26,8.5,,,0,0,2,test.csv,,
HM McGirr (NZ),1930-1930,2,1,0,51,51,51.0,,,0,1,0,test.csv,,
Nasir Jamshed (PAK),2013-2013,2,4,0,51,46,12.75,,,0,0,1,test.csv,,
DEV Padgett (ENG),1960-1960,2,4,0,51,31,12.75,,,0,0,0,test.csv,,
JB Robertson (SA),1935-1936,3,6,1,51,17,10.2,,,0,0,0,test.csv,,
CL Townsend (ENG),1899-1899,2,3,0,51,38,17.0,,,0,0,0,test.csv,,
RA Legall (WI),1953-1953,4,5,0,50,23,10.0,,,0,0,0,test.csv,,
Mohammad Nawaz (3) (PAK),2016-2016,3,4,0,50,25,12.5,,,0,0,1,test.csv,,
F Penn (ENG),1880-1880,1,2,1,50,27*,50.0,,,0,0,0,test.csv,,
R Tattersall (ENG),1951-1954,16,17,7,50,10*,5.0,,,0,0,1,test.csv,,
ZS Ansari (ENG),2016-2016,3,5,0,49,32,9.8,,,0,0,2,test.csv,,
Azmat Rana (PAK),1980-1980,1,1,0,49,49,49.0,,,0,0,0,test.csv,,
MP Fernandes (WI),1928-1930,2,4,0,49,22,12.25,,,0,0,1,test.csv,,
CBRLS Kumara (SL),2016-2019,19,27,13,49,10,3.5,,,0,0,9,test.csv,,
Mohammad Salim (BDESH),2003-2003,2,4,1,49,26,16.33,,,0,0,1,test.csv,,
LCH Palairet (ENG),1902-1902,2,4,0,49,20,12.25,,,0,0,0,test.csv,,
AY Patel (NZ),2018-2019,7,9,2,49,14,7.0,,,0,0,1,test.csv,,
F Ridgway (ENG),1951-1952,5,6,0,49,24,8.16,,,0,0,2,test.csv,,
C Wesley (SA),1960-1960,3,5,0,49,35,9.8,,,0,0,2,test.csv,,
W Chatterton (ENG),1892-1892,1,1,0,48,48,48.0,,,0,0,0,test.csv,,
JD Edwards (AUS),1888-1888,3,6,1,48,26,9.6,,,0,0,3,test.csv,,
Y Goonasekera (SL),1983-1983,2,4,0,48,23,12.0,,,0,0,0,test.csv,,
AH Gray (WI),1986-1987,5,8,2,48,12*,8.0,,,0,0,2,test.csv,,
Iftikhar Ahmed (PAK),2016-2019,3,5,0,48,27,9.6,,,0,0,1,test.csv,,
Najmul Hossain Shanto (BDESH),2017-2018,2,4,0,48,18,12.0,,,0,0,0,test.csv,,
TE Srinivasan (INDIA),1981-1981,1,2,0,48,29,24.0,,,0,0,0,test.csv,,
LB Fishlock (ENG),1936-1947,4,5,1,47,19*,11.75,,,0,0,1,test.csv,,
PEW Jones (WI),1948-1951,9,11,2,47,10*,5.22,,,0,0,1,test.csv,,
EC Joyce (IRE),2018-2018,1,2,0,47,43,23.5,,,0,0,0,test.csv,,
R McLaren (SA),2010-2014,2,3,1,47,33*,23.5,,,0,0,0,test.csv,,
Mohammad Ayub (PAK),2012-2012,1,2,0,47,25,23.5,,,0,0,0,test.csv,,
VRV Singh (INDIA),2006-2007,5,6,2,47,29,11.75,,,0,0,0,test.csv,,
TL Tsolekile (SA),2004-2004,3,5,0,47,22,9.4,,,0,0,1,test.csv,,
RK Tyldesley (ENG),1924-1930,7,7,1,47,29,7.83,,,0,0,1,test.csv,,
AW Wellard (ENG),1937-1938,2,4,0,47,38,11.75,,,0,0,1,test.csv,,
MW Booth (ENG),1913-1914,2,2,0,46,32,23.0,,,0,0,0,test.csv,,
WW Daniel (WI),1976-1984,10,11,4,46,11,6.57,,,0,0,2,test.csv,,
RWG Emery (NZ),1952-1952,2,4,0,46,28,11.5,,,0,0,0,test.csv,,
GA Lamb (ZIM),2011-2011,1,2,0,46,39,23.0,,,0,0,0,test.csv,,
DL Maddy (ENG),1999-2000,3,4,0,46,24,11.5,,,0,0,0,test.csv,,
MF Malone (AUS),1977-1977,1,1,0,46,46,46.0,,,0,0,0,test.csv,,
Nadeem Abbasi (PAK),1989-1989,3,2,0,46,36,23.0,,,0,0,0,test.csv,,
MV Narasimha Rao (INDIA),1978-1979,4,6,1,46,20*,9.2,,,0,0,0,test.csv,,
CC Passailaigue (WI),1930-1930,1,2,1,46,44,46.0,,,0,0,0,test.csv,,
K Shuttleworth (ENG),1970-1971,5,6,0,46,21,7.66,,,0,0,1,test.csv,,
J Vine (ENG),1912-1912,2,3,2,46,36,46.0,,,0,0,0,test.csv,,
BJ Arnel (NZ),2010-2012,6,12,4,45,8*,5.62,,,0,0,3,test.csv,,
MP Bicknell (ENG),1993-2003,4,7,0,45,15,6.42,,,0,0,3,test.csv,,
RP de Groen (NZ),1993-1994,5,10,4,45,26,7.5,,,0,0,1,test.csv,,
JP Faulkner (AUS),2013-2013,1,2,0,45,23,22.5,,,0,0,0,test.csv,,
MM Patel (ENG),1996-1996,2,2,0,45,27,22.5,,,0,0,0,test.csv,,
FW Smith (SA),1889-1896,3,6,1,45,12,9.0,,,0,0,1,test.csv,,
JC Tredwell (ENG),2010-2015,2,2,0,45,37,22.5,,,0,0,0,test.csv,,
GC Wilson (IRE),2018-2019,2,4,1,45,33*,15.0,,,0,0,2,test.csv,,
RC Allen (AUS),1887-1887,1,2,0,44,30,22.0,,,0,0,0,test.csv,,
BC Hollioake (ENG),1997-1998,2,4,0,44,28,11.0,,,0,0,1,test.csv,,
J Humphries (ENG),1908-1908,3,6,1,44,16,8.8,,,0,0,0,test.csv,,
Lall Singh (INDIA),1932-1932,1,2,0,44,29,22.0,,,0,0,0,test.csv,,
Naved Anjum (PAK),1989-1990,2,3,0,44,22,14.66,,,0,0,0,test.csv,,
Sharjeel Khan (PAK),2017-2017,1,2,0,44,40,22.0,,,0,0,0,test.csv,,
JW Sharpe (ENG),1890-1892,3,6,4,44,26,22.0,,,0,0,0,test.csv,,
GR Thoms (AUS),1952-1952,1,2,0,44,28,22.0,,,0,0,0,test.csv,,
JH Anderson (SA),1902-1902,1,2,0,43,32,21.5,,,0,0,0,test.csv,,
JM Bird (AUS),2012-2017,9,9,6,43,19*,14.33,,,0,0,1,test.csv,,
CP Buckenham (ENG),1910-1910,4,7,0,43,17,6.14,,,0,0,1,test.csv,,
HI Ebeling (AUS),1934-1934,1,2,0,43,41,21.5,,,0,0,0,test.csv,,
MR Harvey (AUS),1947-1947,1,2,0,43,31,21.5,,,0,0,0,test.csv,,
DJ Meintjes (SA),1923-1923,2,3,0,43,21,14.33,,,0,0,0,test.csv,,
WB Rankin (ENG/IRE),2014-2019,3,6,1,43,17,8.6,,,0,0,1,test.csv,,
Sarandeep Singh (INDIA),2000-2002,3,2,1,43,39*,43.0,,,0,0,0,test.csv,,
HI Young (ENG),1899-1899,2,2,0,43,43,21.5,,,0,0,1,test.csv,,
Anwar Hussain (PAK),1952-1952,4,6,0,42,17,7.0,,,0,0,0,test.csv,,
SF Burke (SA),1962-1965,2,4,1,42,20,14.0,,,0,0,1,test.csv,,
OR Dunell (SA),1889-1889,2,4,1,42,26*,14.0,,,0,0,1,test.csv,,
C Hallows (ENG),1921-1928,2,2,1,42,26,42.0,,,0,0,0,test.csv,,
H Ironmonger (AUS),1928-1933,14,21,5,42,12,2.62,,,0,0,6,test.csv,,
RD Jackman (ENG),1981-1982,4,6,0,42,17,7.0,,,0,0,2,test.csv,,
MKGCP Lakshitha (SL),2002-2002,2,3,0,42,40,14.0,,,0,0,1,test.csv,,
JG Navle (INDIA),1932-1933,2,4,0,42,13,10.5,,,0,0,0,test.csv,,
Saleem Jaffar (PAK),1986-1992,14,14,6,42,10*,5.25,,,0,0,4,test.csv,,
CEM Wilson (ENG),1899-1899,2,4,1,42,18,14.0,,,0,0,0,test.csv,,
EJK Burn (AUS),1890-1890,2,4,0,41,19,10.25,,,0,0,1,test.csv,,
J Cameron-Dow (IRE),2019-2019,1,2,1,41,32*,41.0,,,0,0,0,test.csv,,
GRA de Silva (SL),1982-1982,4,7,2,41,14,8.2,,,0,0,2,test.csv,,
LA King (WI),1962-1968,2,4,0,41,20,10.25,,,0,0,1,test.csv,,
BJ Sealey (WI),1933-1933,1,2,0,41,29,20.5,,,0,0,0,test.csv,,
SB Smith (AUS),1984-1984,3,5,0,41,12,8.2,,,0,0,0,test.csv,,
AG Barrett (WI),1971-1975,6,7,1,40,19,6.66,,,0,0,1,test.csv,,
GA Cope (ENG),1977-1978,3,3,0,40,22,13.33,,,0,0,1,test.csv,,
BAF Grieve (ENG),1889-1889,2,3,2,40,14*,40.0,,,0,0,0,test.csv,,
E Leadbeater (ENG),1951-1952,2,2,0,40,38,20.0,,,0,0,0,test.csv,,
WH Moule (AUS),1880-1880,1,2,0,40,34,20.0,,,0,0,0,test.csv,,
SP Narine (WI),2012-2013,6,7,2,40,22*,8.0,,,0,0,1,test.csv,,
D Pretorius (SA),2019-2019,1,2,0,40,33,20.0,,,0,0,0,test.csv,,
VB Ranjane (INDIA),1958-1964,7,9,3,40,16,6.66,,,0,0,1,test.csv,,
LA Walcott (WI),1930-1930,1,2,1,40,24,40.0,,,0,0,0,test.csv,,
A Ward (ENG),1969-1976,5,6,1,40,21,8.0,,,0,0,4,test.csv,,
RA Austin (WI),2009-2009,2,4,0,39,19,9.75,,,0,0,1,test.csv,,
SV Bahutule (INDIA),2001-2001,2,4,1,39,21*,13.0,,,0,0,2,test.csv,,
JC Balderstone (ENG),1976-1976,2,4,0,39,35,9.75,,,0,0,2,test.csv,,
GK Bruk-Jackson (ZIM),1993-1993,2,4,0,39,31,9.75,,,0,0,1,test.csv,,
HW Chapman (SA),1914-1921,2,4,1,39,17,13.0,,,0,0,0,test.csv,,
TA Copeland (AUS),2011-2011,3,4,1,39,23*,13.0,,,0,0,0,test.csv,,
HH Francis (SA),1899-1899,2,4,0,39,29,9.75,,,0,0,0,test.csv,,
D Gamsy (SA),1970-1970,2,3,1,39,30*,19.5,,,0,0,0,test.csv,,
M Jahangir Khan (INDIA),1932-1936,4,7,0,39,13,5.57,,,0,0,1,test.csv,,
TK Kendall (AUS),1877-1877,2,4,1,39,17*,13.0,,,0,0,0,test.csv,,
Masood Anwar (PAK),1990-1990,1,2,0,39,37,19.5,,,0,0,0,test.csv,,
JV Saunders (AUS),1902-1908,14,23,6,39,11*,2.29,,,0,0,8,test.csv,,
Shaheen Shah Afridi (PAK),2018-2019,7,11,2,39,14,4.33,,,0,0,3,test.csv,,
VI Smith (SA),1947-1957,9,16,6,39,11*,3.9,,,0,0,4,test.csv,,
KPJ Warnaweera (SL),1986-1994,10,12,3,39,20,4.33,,,0,0,3,test.csv,,
JR Watkins (AUS),1973-1973,1,2,1,39,36,39.0,,,0,0,0,test.csv,,
GF Bissett (SA),1927-1928,4,4,2,38,23,19.0,,,0,0,0,test.csv,,
EH Bromley (AUS),1933-1934,2,4,0,38,26,9.5,,,0,0,0,test.csv,,
JA Dunning (NZ),1933-1937,4,6,1,38,19,7.6,,,0,0,2,test.csv,,
Elias Sunny (BDESH),2011-2013,4,6,1,38,20*,7.6,,,0,0,2,test.csv,,
KHRK Fernando (SL),2002-2002,2,4,0,38,24,9.5,,,0,0,2,test.csv,,
HHH Johnson (WI),1948-1950,3,4,0,38,22,9.5,,,0,0,1,test.csv,,
IJ Jones (ENG),1964-1968,15,17,9,38,16,4.75,,,0,0,2,test.csv,,
CP McGahey (ENG),1902-1902,2,4,0,38,18,9.5,,,0,0,1,test.csv,,
EM Meuli (NZ),1953-1953,1,2,0,38,23,19.0,,,0,0,0,test.csv,,
FM Misson (AUS),1960-1961,5,5,3,38,25*,19.0,,,0,0,1,test.csv,,
J Nyumbu (ZIM),2014-2016,3,6,1,38,14,7.6,,,0,0,0,test.csv,,
J Ormond (ENG),2001-2001,2,4,1,38,18,12.66,,,0,0,1,test.csv,,
B Reddy (INDIA),1979-1979,4,5,1,38,21,9.5,,,0,0,2,test.csv,,
GH Shepstone (SA),1896-1899,2,4,0,38,21,9.5,,,0,0,1,test.csv,,
DR Smith (ENG),1961-1962,5,5,1,38,34,9.5,,,0,0,2,test.csv,,
G Wijekoon (SL),2005-2005,2,3,0,38,14,12.66,,,0,0,0,test.csv,,
NF Williams (ENG),1990-1990,1,1,0,38,38,38.0,,,0,0,0,test.csv,,
LH Gay (ENG),1894-1894,1,2,0,37,33,18.5,,,0,0,0,test.csv,,
MJ Hilton (ENG),1950-1952,4,6,1,37,15,7.4,,,0,0,2,test.csv,,
WE Hollies (ENG),1935-1950,13,15,8,37,18*,5.28,,,0,0,4,test.csv,,
DEJ Ironside (SA),1953-1954,3,4,2,37,13,18.5,,,0,0,0,test.csv,,
Mohsin Kamal (PAK),1984-1994,9,11,7,37,13*,9.25,,,0,0,1,test.csv,,
DJ Pagon (WI),2005-2005,2,3,0,37,35,12.33,,,0,0,1,test.csv,,
Syed Rasel (BDESH),2005-2007,6,12,4,37,19,4.62,,,0,0,2,test.csv,,
Usman Salahuddin (PAK),2018-2018,1,2,0,37,33,18.5,,,0,0,0,test.csv,,
EW Clark (ENG),1929-1934,8,9,5,36,10,9.0,,,0,0,1,test.csv,,
WL Cornford (ENG),1930-1930,4,4,0,36,18,9.0,,,0,0,0,test.csv,,
SKL de Silva (SL),1997-1997,3,4,2,36,20*,18.0,,,0,0,1,test.csv,,
EM Grace (ENG),1880-1880,1,2,0,36,36,18.0,,,0,0,1,test.csv,,
Mohammad Ramzan (PAK),1997-1997,1,2,0,36,29,18.0,,,0,0,0,test.csv,,
JP Stephenson (ENG),1989-1989,1,2,0,36,25,18.0,,,0,0,0,test.csv,,
FA Ward (AUS),1936-1938,4,8,2,36,18,6.0,,,0,0,2,test.csv,,
VR Aaron (INDIA),2011-2015,9,14,5,35,9,3.88,,,0,0,1,test.csv,,
Amir Hamza (AFG),2019-2019,1,2,0,35,34,17.5,,,0,0,0,test.csv,,
J Angel (AUS),1993-1995,4,7,1,35,11,5.83,,,0,0,2,test.csv,,
GB Brent (ZIM),1999-2001,4,6,0,35,25,5.83,,,0,0,3,test.csv,,
DE Hoare (AUS),1961-1961,1,2,0,35,35,17.5,,,0,0,1,test.csv,,
RG Holland (AUS),1984-1986,11,15,4,35,10,3.18,,,0,0,7,test.csv,,
NV Lindsay (SA),1921-1921,1,2,0,35,29,17.5,,,0,0,0,test.csv,,
EA Moseley (WI),1990-1990,2,4,0,35,26,8.75,,,0,0,1,test.csv,,
PC Strydom (SA),2000-2000,2,3,0,35,30,11.66,,,0,0,0,test.csv,,
GE Tribe (AUS),1946-1947,3,3,1,35,25*,17.5,,,0,0,0,test.csv,,
VA Valentine (WI),1933-1933,2,4,1,35,19*,11.66,,,0,0,1,test.csv,,
J Arnold (ENG),1931-1931,1,2,0,34,34,17.0,,,0,0,1,test.csv,,
AR Butcher (ENG),1979-1979,1,2,0,34,20,17.0,,,0,0,0,test.csv,,
MG Grell (WI),1930-1930,1,2,0,34,21,17.0,,,0,0,0,test.csv,,
RNS Hobbs (ENG),1967-1971,7,8,3,34,15*,6.8,,,0,0,1,test.csv,,
AP Kuiper (SA),1992-1992,1,2,0,34,34,17.0,,,0,0,1,test.csv,,
M Mbangwa (ZIM),1996-2000,15,25,8,34,8,2.0,,,0,0,9,test.csv,,
CA Merry (WI),1933-1933,2,4,0,34,13,8.5,,,0,0,0,test.csv,,
Mohammad Aslam (PAK),1954-1954,1,2,0,34,18,17.0,,,0,0,0,test.csv,,
Mohammad Talha (PAK),2009-2014,4,5,1,34,19,8.5,,,0,0,1,test.csv,,
Nadeem Khan (PAK),1993-1999,2,3,1,34,25,17.0,,,0,0,0,test.csv,,
PJ Petherick (NZ),1976-1977,6,11,4,34,13,4.85,,,0,0,1,test.csv,,
JP Taylor (ENG),1993-1994,2,4,2,34,17*,17.0,,,0,0,1,test.csv,,
T Armitage (ENG),1877-1877,2,3,0,33,21,11.0,,,0,0,0,test.csv,,
AW Briscoe (SA),1935-1939,2,3,0,33,16,11.0,,,0,0,0,test.csv,,
Farhan Adil (PAK),2003-2003,1,2,0,33,25,16.5,,,0,0,0,test.csv,,
AJ Fothergill (ENG),1889-1889,2,2,0,33,32,16.5,,,0,0,0,test.csv,,
Israr Ali (PAK),1952-1959,4,8,1,33,10,4.71,,,0,0,1,test.csv,,
P Krishnamurthy (INDIA),1971-1971,5,6,0,33,20,5.5,,,0,0,2,test.csv,,
MJ Macaulay (SA),1965-1965,1,2,0,33,21,16.5,,,0,0,0,test.csv,,
